都道府県コード,都道府県名,二次医療圏名,施設数,緯度経度あり施設数,救急車受入件数_年間,医師常勤数,看護師常勤数,平均診療科対応数,高度機器保有数,平均構造スコア,構造スコア標準偏差,中心緯度,中心経度,平均中心距離_km,最大中心距離_km,平均最近接距離_km,施設空間カバー面積_km2,施設密度_10km2あたり,救急受入上位3施設集中度,圏内体制評価スコア
08,茨城県,鹿行,18,18,7362.0,166,111,9.277777777777779,17,-9.868649107779169e-17,4.130086584751387,35.96064308333334,140.6298684111111,10.639419213469111,24.75998178890084,2.3659844215100607,1925.9744192573557,0.09345918523123839,0.876120619396903,0.0
