都道府県コード,都道府県名,施設数,救急車受入件数_年間,医師常勤数,看護師常勤数,高度機器保有数,平均構造スコア,lat,lon
08,茨城県,18,7362.0,166,111,17,-9.868649107779169e-17,35.96064308333334,140.62986841111112
