都道府県コード,二次医療圏コード,二次医療圏名,初診患者数（年間）,外来患者延べ数_年間,休日に受診した患者延べ数（年間）,夜間・時間外に受診した患者延べ数（年間）,救急車の受入件数（年間）,紹介受診重点外来の患者延べ数,人口_2020,人口_2025,人口_R5推計,救急発生率_pct,救急発生率_人口10万対,紹介受診重点外来率_pct
08,0804,鹿行,59860.0,751751.0,7848.0,8067.0,7362.0,24467.0,268146,256790.0,261332.4,2.8171018978129005,2817.1018978129005,3.2546681015389405
